# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,,,,,,,,,,,
App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Survival: Prison Escape,GAME,4,127810,33M,"10,000,000+",Free,0,Mature 17+,Action,1-Aug-18,1.8.8,4.4 and up
Crack the blue angry birds egg,FAMILY,3.2,85,2.1M,"10,000+",Free,0,Everyone,Puzzle,22-Apr-16,1.0.0,2.1 and up
Tamago Tap Clicker Egg,FAMILY,3.6,209,16M,"50,000+",Free,0,Everyone,Casual,19-Oct-16,1.1,2.3 and up
Tap The Easter Egg!,FAMILY,3.2,111,3.3M,"5,000+",Free,0,Everyone,Casual,18-Mar-16,1.7,2.3 and up
Esporte Interativo Plus,SPORTS,3.7,27179,20M,"1,000,000+",Free,0,Everyone,Sports,30-Jul-18,5.12.1,4.1 and up
EI国际,FAMILY,4.7,15,5.2M,"1,000+",Free,0,Everyone,Education,9-Sep-16,1.0.4,4.0 and up
Egg Baby,FAMILY,4.4,351607,8.7M,"5,000,000+",Free,0,Everyone 10+,Casual,29-Jun-16,1.26.03,2.3.3 and up
Surprise Eggs,FAMILY,3.9,81543,Varies with device,"10,000,000+",Free,0,Everyone,Casual;Pretend Play,19-Jul-18,Varies with device,Varies with device
PJ Masks: Moonlight Heroes,FAMILY,4.4,87045,99M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,5-Jun-18,2.0.1,4.0.3 and up
Crack Attack,FAMILY,4.3,31970,77M,"1,000,000+",Free,0,Everyone,Puzzle,7-Jun-17,1.8,Varies with device
Aaj Bangla: ei samay er khobor,NEWS_AND_MAGAZINES,4.9,34,3.8M,"1,000+",Free,0,Everyone,News & Magazines,15-Jan-17,6.7,2.3 and up
Break the Egg,FAMILY,2.6,366,6.0M,"50,000+",Free,0,Everyone,Entertainment,5-Jan-18,1,4.0 and up
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",NEWS_AND_MAGAZINES,5,10,5.0M,100+,Free,0,Everyone,News & Magazines,14-Jul-18,1,4.0.3 and up
PJ Masks: HQ,FAMILY,4.1,13731,55M,"1,000,000+",Free,0,Everyone,Entertainment;Action & Adventure,22-Jun-18,1.2.1,4.0 and up
Ei Somoy & Dainik Sangbad & Statesman (PDF),NEWS_AND_MAGAZINES,4,4,5.3M,100+,Free,0,Everyone,News & Magazines,25-Jul-18,25072018,4.0 and up
TAMAGO Monsters Returns,GAME,4.1,104583,37M,"1,000,000+",Free,0,Everyone,Arcade,18-Aug-16,3.45,2.3 and up
EJ.by,NEWS_AND_MAGAZINES,NaN,10,2.3M,500+,Free,0,Everyone,News & Magazines,27-Oct-15,1.2,4.0.3 and up
EJ Elite Prospects League,SPORTS,3.3,3,12M,"1,000+",Free,0,Everyone,Sports,23-Feb-18,5.5.4,4.1 and up
Super Sport Car Simulator,FAMILY,4.2,58553,50M,"1,000,000+",Free,0,Everyone,Simulation,25-Dec-16,3.1,2.3.3 and up
,,,,,,,,,,,,
Ambulance Rescue Simulator 17,FAMILY,4.3,6669,31M,"1,000,000+",Free,0,Everyone,Simulation,1-Mar-18,1.0.8,2.3 and up
EJ Trívia Game,FAMILY,NaN,1,19M,1+,Free,0,Everyone,Puzzle,19-Jul-18,1,4.1 and up
Bad Piggies HD,FAMILY,4.4,764967,69M,"10,000,000+",Free,0,Everyone,Puzzle,5-Jul-18,2.3.4,4.1 and up
EJ messenger,COMMUNICATION,5,1,25M,10+,Free,0,Teen,Communication,18-Oct-17,1,4.0 and up
Traffic Sniper Counter Attack,GAME,4.3,5339,38M,"1,000,000+",Free,0,Teen,Action,5-Dec-17,1,2.3 and up
Rope Superhero Unlimited,GAME,4.4,6735,26M,"1,000,000+",Free,0,Mature 17+,Action,10-May-17,1.1,2.3 and up
Painel EJ SSH - INTERNET GRÁTIS,TOOLS,NaN,10,13M,50+,Free,0,Everyone,Tools,30-Jul-18,5.1,4.1 and up
EJ Ecuador,LIFESTYLE,NaN,9,6.8M,100+,Free,0,Teen,Lifestyle,22-Nov-16,3.0.16,4.0 and up
Ej-buy,BUSINESS,NaN,2,4.1M,5+,Free,0,Everyone,Business,2-Aug-18,1.2.0,4.1 and up
Extreme Super Car Driving 3D,GAME,3.9,23104,48M,"1,000,000+",Free,0,Everyone,Racing,5-Aug-15,2.2,2.3.3 and up
Footej Camera,PHOTOGRAPHY,4.3,13258,Varies with device,"1,000,000+",Free,0,Everyone,Photography,20-Jun-18,2.3.0 build 180,5.0 and up
Sport Car Simulator,FAMILY,4,48731,68M,"5,000,000+",Free,0,Everyone,Simulation,19-Apr-18,4.0.5,4.1 and up
Fast Racing Car Simulator,GAME,3.8,8482,45M,"1,000,000+",Free,0,Everyone,Racing,10-Aug-15,1.3,2.3.3 and up
Silence Premium Do Not Disturb,TOOLS,4.5,3356,Varies with device,"10,000+",Paid,$2.95 ,Everyone,Tools,17-Feb-18,Varies with device,Varies with device
パーリーゲイツ公式通販｜EJ STYLE（イージェイスタイル）,SHOPPING,NaN,1,9.3M,100+,Free,0,Everyone,Shopping,16-Nov-17,3,4.0.3 and up
Beach Head Shooting Assault,GAME,3.8,555,44M,"100,000+",Free,0,Teen,Action,2-Mar-18,1,4.0 and up
Stickman Warriors Heroes 2,GAME,4.4,13714,41M,"1,000,000+",Free,0,Everyone 10+,Action,15-Apr-17,1.0.4,4.0.3 and up
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65M,"50,000+",Free,0,Teen,Action,3-Oct-17,1.0.2,4.0 and up
Learn Music Notes,FAMILY,4.7,143,4.4M,"1,000+",Paid,$1.99 ,Everyone,Music;Music & Video,17-Jun-18,1.2.1,2.2 and up
Luxury Car Simulator,FAMILY,3.9,35989,46M,"1,000,000+",Free,0,Everyone,Simulation,7-Aug-15,2.3,2.3.3 and up
Dubai Racing,GAME,4.2,16237,23M,"500,000+",Free,0,Everyone,Racing,23-Dec-15,1.9.1,2.3 and up
Office Bike Racing Simulator,FAMILY,3.8,21149,30M,"1,000,000+",Free,0,Everyone,Simulation,9-Oct-15,2.1,2.3 and up
Pregnant Mom Surgery Newborn Twins Baby Birth Care,FAMILY,4.3,95,28M,"10,000+",Free,0,Teen,Educational,24-Feb-18,1,4.1 and up
Pet Beauty Salon,FAMILY,3.8,20292,47M,"1,000,000+",Free,0,Everyone,Educational;Creativity,24-May-15,1.2,2.3 and up
Booking Revolution,SPORTS,4.2,140883,59M,"5,000,000+",Free,0,Teen,Sports,21-Jul-18,1.932,4.0 and up
Nights Keeper (do not disturb),LIFESTYLE,4.5,16426,1.6M,"500,000+",Free,0,Everyone,Lifestyle,26-Feb-17,2.7.8,2.2 and up
Farming Simulator 16,FAMILY,4.2,32812,14M,"500,000+",Paid,$2.99 ,Everyone,Simulation;Education,10-Apr-18,1.1.1.6,4.0.3 and up
Lily & Leo - Crazy Circus Day,FAMILY,3.6,8091,43M,"1,000,000+",Free,0,Everyone,Casual;Pretend Play,5-Jun-18,1.0.8,4.1 and up
WIZARD Card Game,GAME,4,48,4.1M,"1,000+",Paid,$1.99 ,Everyone,Card,15-Dec-14,1.0.141215,2.1 and up
"Period Tracker, Pregnancy Calculator & Calendar 🌸",HEALTH_AND_FITNESS,NaN,0,Varies with device,"10,000+",Free,0,Everyone,Health & Fitness,1-Aug-18,Varies with device,Varies with device
Fake Call From Wengie Prank,FAMILY,3.5,352,3.8M,"50,000+",Free,0,Everyone,Entertainment,23-Jul-17,1,3.0 and up
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,"5,000+",Free,0,Everyone,Action,2-Jul-18,1.1,4.1 and up
Ghost Hunting camera,GAME,3.5,3048,24M,"500,000+",Free,0,Teen,Action,6-Mar-17,1.1,2.3 and up
Santa Panda Bubble Christmas,GAME,4.1,101,31M,"10,000+",Free,0,Everyone,Arcade,14-Mar-17,1.5,4.0 and up
TeamWard – live help for LoL,FAMILY,4.8,3136,2.7M,"100,000+",Free,0,Everyone,Entertainment,27-Jun-18,2.19.6,4.0.3 and up
3D Metal Piano Keys Keyboard Theme,FOOD_AND_DRINK,4.4,467,7.3M,"100,000+",Free,0,Everyone,Food & Drink,1-Jul-18,6.7.1,4.0.3 and up
OffRoad US Army Train Driving Simulator,FAMILY,4.3,1216,59M,"500,000+",Free,0,Everyone 10+,Simulation,11-Jun-18,1.3,4.1 and up
Do Not Disturb! 2 - Challenge Your Prank Skills!,FAMILY,4,34417,48M,"1,000,000+",Free,0,Everyone,Educational,6-Aug-18,1.0.9,4.1 and up
WiFi Tether Router,COMMUNICATION,4.2,5599,1.3M,"100,000+",Paid,$2.90 ,Everyone,Communication,2-Jul-18,6.2.7,1.6 and up
Local weather Forecast,WEATHER,4.4,5482,12M,"1,000,000+",Free,0,Everyone,Weather,7-Aug-18,2.42,4.0.3 and up
Kiss Me! Lip Kissing Test,FAMILY,3.5,191,5.0M,"50,000+",Free,0,Everyone,Entertainment,18-May-18,5,4.1 and up
Smoke Effect Name Art Maker-Avatar Text Art Editor,PERSONALIZATION,4.3,1961,6.6M,"100,000+",Free,0,Everyone,Personalization,29-Jun-18,1,4.1 and up
The Emirates App,TRAVEL_AND_LOCAL,4.4,22776,55M,"1,000,000+",Free,0,Everyone,Travel & Local,6-Aug-18,4.7.1,5.0 and up
ek tuhi,VIDEO_PLAYERS,4.7,316,2.8M,"10,000+",Free,0,Everyone,Video Players & Editors,4-Jul-14,1,4.0 and up
Master E.K,FAMILY,5,90,Varies with device,"1,000+",Free,0,Everyone,Education,11-Aug-17,1.5.0,4.4 and up
EK Platinum,LIFESTYLE,3.8,52,10M,"10,000+",Free,0,Everyone,Lifestyle,26-Dec-17,1.0.6®,4.0 and up
EK Bailey Preaching Conference,EVENTS,5,3,30M,500+,Free,0,Everyone,Events,2-Jul-18,5.30.01,5.1 and up
Ek Maratha,SOCIAL,4.8,725,3.7M,"10,000+",Free,0,Teen,Social,12-Oct-16,7.5.3,2.2 and up
Ek Onkar,FAMILY,4.9,107,18M,"10,000+",Free,0,Everyone,Entertainment,3-Apr-16,1.3,4.0 and up
Racing Moto,GAME,4.3,697805,7.4M,"50,000,000+",Free,0,Everyone,Racing,3-Jul-18,1.2.13,3.0 and up
Pyaar Ek Dhoka hai Game - Anti Valentines,FAMILY,NaN,8,17M,100+,Free,0,Everyone,Casual,11-Feb-18,3,4.1 and up
Pyaar Ek Dhoka,FAMILY,5,18,1.3M,50+,Free,0,Everyone,Casual,13-Feb-18,1,4.3 and up
Ek Biladi Jadi Video Song,FAMILY,NaN,3,3.7M,"5,000+",Free,0,Everyone,Entertainment,20-Oct-16,4.1,4.0 and up
Duaa Ek Ibaadat,BOOKS_AND_REFERENCE,4.9,122,26M,"5,000+",Free,0,Everyone,Books & Reference,10-Apr-16,1.5,2.2 and up
Ek Onkar Mantras,LIFESTYLE,4.9,82,5.0M,"5,000+",Free,0,Everyone,Lifestyle,7-Aug-16,1,4.1 and up
Alex Fuel Calculator for EK,TOOLS,4.9,19,3.3M,500+,Free,0,Everyone,Tools,15-Jun-18,1.8,2.1 and up
Ringtones Of Ek Onkar,FAMILY,4.5,6,3.9M,"1,000+",Free,0,Everyone,Entertainment,31-May-17,1,4.0.3 and up
EK Carevec,FAMILY,NaN,1,29M,10+,Free,0,Teen,Entertainment,17-Jul-18,2.177.5489,4.3 and up
Ek Kahani Aisi Bhi Season 2 - The Horror Story,FAMILY,4.5,28,5.6M,"1,000+",Free,0,Teen,Entertainment,20-Jul-18,1.3,5.0 and up
Ek Bander Ne Kholi Dukan,FAMILY,5,10,3.0M,"10,000+",Free,0,Everyone,Entertainment,26-Jun-17,1.0.9,4.0 and up
Hum Ek Hain 2.02,SOCIAL,5,2,1.8M,10+,Free,0,Teen,Social,18-Mar-18,1,5.0 and up
Ek Kahani Aisi Bhi Season 3 - The Horror Story,FAMILY,3,1,5.8M,100+,Free,0,Teen,Entertainment,21-Jul-18,1.1,5.0 and up
Ek IRA,COMMUNICATION,NaN,0,5.7M,10+,Free,0,Everyone,Communication,27-Jul-18,0.3.1,4.1 and up
Sanu Ek Pal Chain - Raid,TOOLS,NaN,1,2.6M,500+,Free,0,Everyone,Tools,12-May-18,2,4.4W and up
Sai Baba - Sabka Malik Ek,PRODUCTIVITY,4.9,42,38M,"1,000+",Free,0,Everyone,Productivity,26-May-18,1.4,4.0 and up
Ek Vote,PRODUCTIVITY,5,43,6.2M,500+,Free,0,Everyone,Productivity,7-Nov-17,1.1,4.0.3 and up
Asha Ek Hope - ALS/ MND,MEDICAL,5,2,11M,100+,Free,0,Everyone,Medical,23-May-18,1.1.0,4.1 and up
Meslek Lisesi YGS Ek Puan,FAMILY,NaN,11,1.5M,"1,000+",Free,0,Everyone,Education,8-Jan-17,1,4.0 and up
Airplane Pilot Car Transporter,FAMILY,4.1,182363,62M,"10,000,000+",Free,0,Everyone,Simulation,27-Jul-18,2.1.8,4.1 and up
Mahila Vashikaran(Ek rat me)-Hindi,FAMILY,NaN,0,4.0M,"1,000+",Free,0,Everyone,Entertainment,23-Jan-18,1.1,4.0.3 and up
Ek Kauwa Pyasa Tha,FAMILY,4.1,35,3.1M,"50,000+",Free,0,Everyone,Entertainment,25-Jun-17,1.3.6,4.0 and up
Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,"10,000,000+",Free,0,Everyone,Racing,9-Jan-18,Varies with device,5.0 and up
Video Maker with Photo and Music,PHOTOGRAPHY,4.3,4871,30M,"1,000,000+",Free,0,Everyone,Photography,19-Mar-18,1.0.2,4.1 and up
SIM Card Info,TOOLS,4.1,4234,1.9M,"1,000,000+",Free,0,Everyone,Tools,25-May-18,5.3.9,4.0 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi,FAMILY,4.7,3,2.0M,"1,000+",Free,0,Everyone,Entertainment,10-Aug-17,1,4.1 and up
Ek Do Teen Song Videos - Baaghi 2 Video Songs,FAMILY,NaN,2,4.5M,"1,000+",Free,0,Everyone,Entertainment,20-Mar-18,1.4.1,4.0.3 and up
Sanu Ek Pal Chain Song Videos - RAID Movie Songs,FAMILY,4.9,11,4.3M,"5,000+",Free,0,Everyone,Entertainment,8-Mar-18,1.2.8,4.0.3 and up
"Phogy, 3D Camera",PHOTOGRAPHY,4,35725,9.9M,"1,000,000+",Free,0,Everyone,Photography,11-Feb-15,1.4,4.0 and up
Ek Qissa He Quran Se (Qurani Waqiyat),FAMILY,5,4,2.0M,100+,Free,0,Everyone,Entertainment,30-Oct-17,1,4.0 and up
Lyrics of Ek Paheli Leela,FAMILY,5,4,2.3M,500+,Free,0,Everyone,Entertainment,23-Apr-16,1,4.0 and up
Ek-yatri: Travel where you Belong,TRAVEL_AND_LOCAL,NaN,0,29M,1+,Free,0,Everyone,Travel & Local,1-Aug-18,1.0.0,4.4 and up
Exiled Kingdoms RPG,FAMILY,4.6,49210,99M,"1,000,000+",Free,0,Everyone 10+,Role Playing,5-Jul-18,1.2.1107,4.1 and up
Sabka Malik Ek Sai,SOCIAL,4.2,17,5.1M,"1,000+",Free,0,Teen,Social,25-May-13,1.3,2.2 and up
Voice Lock Screen,LIFESTYLE,3.7,6667,2.7M,"1,000,000+",Free,0,Everyone,Lifestyle,2-Apr-18,2.4.2,4.0 and up
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam,FAMILY,5,5,64M,100+,Free,0,Everyone,Entertainment,19-Jan-18,1.1,4.4 and up
Bus Driver 3D: Hill Station,FAMILY,4.3,31705,49M,"5,000,000+",Free,0,Everyone,Simulation,6-Nov-17,1.7,4.1 and up
Extreme Motorbike Jump 3D,FAMILY,4,94308,79M,"10,000,000+",Free,0,Everyone,Simulation,25-Dec-16,4.2,2.3.3 and up
el,FAMILY,4.3,32405,47M,"1,000,000+",Free,0,Everyone,Casual,18-Dec-14,1.2.1,4.2 and up
El Pollo Loco - Loco Rewards,FOOD_AND_DRINK,4,848,25M,"100,000+",Free,0,Everyone,Food & Drink,23-Feb-18,2.1,4.1 and up
El Chavo,FAMILY,4,751,49M,"10,000+",Paid,$0.99 ,Everyone,Casual,4-Nov-14,1.2.9,2.3 and up
EL AL Flights,TRAVEL_AND_LOCAL,3.1,1563,36M,"100,000+",Free,0,Everyone,Travel & Local,24-May-18,4.3,4.2 and up
DreamStream By EL AL,TRAVEL_AND_LOCAL,3.4,595,22M,"100,000+",Free,0,Everyone,Travel & Local,18-Jan-16,3.4.20.6 / BuyDRM Labgency 4.8.22 / PED,4.0 and up
Learn English with El Chavo.,FAMILY,4.2,6133,7.0M,"100,000+",Free,0,Everyone,Education,1-Oct-15,6.2,2.3.3 and up
Learn Math with el Chavo,FAMILY,4.2,840,60M,"100,000+",Free,0,Everyone,Education,28-Jun-18,1.1,4.1 and up
El Nuevo Día,NEWS_AND_MAGAZINES,4.1,8011,13M,"500,000+",Free,0,Everyone 10+,News & Magazines,13-Jun-18,4.11.2,4.1 and up
EL NORTE,NEWS_AND_MAGAZINES,3.4,2436,Varies with device,"100,000+",Free,0,Everyone,News & Magazines,26-Jun-18,Varies with device,Varies with device
El Nueve,NEWS_AND_MAGAZINES,NaN,221,3.2M,"50,000+",Free,0,Teen,News & Magazines,16-Oct-17,1.1.3,4.0.3 and up
El Laberinto del Demonio 3D,FAMILY,4,20421,31M,"1,000,000+",Free,0,Teen,Puzzle,20-Aug-15,1.5,2.3 and up
Monastery of El Escorial,TRAVEL_AND_LOCAL,NaN,12,50M,"1,000+",Paid,$1.99 ,Everyone,Travel & Local,30-May-16,1,4.0 and up
Learn to code with el Chavo,FAMILY,3.9,5933,60M,"1,000,000+",Free,0,Everyone,Educational,27-Mar-18,2.6,4.1 and up
El Falı,FAMILY,4.8,36968,16M,"1,000,000+",Free,0,Everyone,Entertainment,3-Nov-17,1.2.9,2.3 and up
El Laberinto del Demonio 2,FAMILY,4.1,3654,25M,"100,000+",Free,0,Teen,Puzzle,14-Apr-17,1.0.1,4.0 and up
TV Local El Salvador,FAMILY,4.3,323,3.6M,"10,000+",Free,0,Everyone,Entertainment,8-May-18,1,4.0.3 and up
Tigo Money El Salvador,FINANCE,4.3,4642,3.5M,"100,000+",Free,0,Everyone,Finance,23-Jul-18,5.0.0,4.2 and up
Hangman,FAMILY,4.4,23302,12M,"5,000,000+",Free,0,Everyone,Puzzle,24-Mar-18,1.0.6,4.0 and up
Explora con el Chavo,FAMILY,NaN,0,Varies with device,"100,000+",Free,0,Everyone,Educational,26-Jun-18,Varies with device,Varies with device
El Dorado App,TRAVEL_AND_LOCAL,4.4,221,33M,"10,000+",Free,0,Everyone,Travel & Local,6-Apr-18,2.4,4.1 and up
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24M,"100,000+",Free,0,Everyone,Trivia,29-Jun-18,3.6.7z,4.0.3 and up
The translator,TOOLS,4.5,23805,4.1M,"1,000,000+",Free,0,Everyone,Tools,13-Aug-17,2.0.4,4.0.3 and up
Fernanfloo,GAME,4.8,526595,49M,"10,000,000+",Free,0,Everyone 10+,Arcade,26-Jun-18,2.9,4.0.3 and up
Weather 14 Days,WEATHER,4.4,279917,Varies with device,"10,000,000+",Free,0,Everyone,Weather,18-Jul-18,Varies with device,Varies with device
The dollar in mexico,FINANCE,4.5,4254,3.2M,"100,000+",Free,0,Everyone,Finance,29-Aug-17,2.5,4.0 and up
Real Madrid App,SPORTS,4.6,161423,73M,"5,000,000+",Free,0,Everyone,Sports,1-Aug-18,6.5.3,5.0 and up
OWLIE BOO,FAMILY,4.6,834,22M,"100,000+",Free,0,Everyone,Puzzle;Education,15-Mar-18,1.8.11,4.0 and up
Trazado de tuberia El Tubero,TOOLS,4.5,313,4.4M,"10,000+",Paid,$1.97 ,Everyone,Tools,29-Mar-15,4.1,1.5 and up
Adivina el Emoji,GAME,NaN,2536,32M,"100,000+",Free,0,Everyone,Trivia,2-Oct-16,1,4.0.3 and up
Weather by eltiempo.es,WEATHER,4.2,67854,Varies with device,"5,000,000+",Free,0,Everyone,Weather,2-Aug-18,Varies with device,Varies with device
The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,$2.99 ,Everyone,Board,4-Jul-18,2.1.2,4.4 and up
Spanish English Translator,BOOKS_AND_REFERENCE,4.2,87919,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference,28-May-18,Varies with device,Varies with device
The Holy Rosary,LIFESTYLE,4.7,56197,15M,"1,000,000+",Free,0,Everyone,Lifestyle,6-Aug-18,1.6.17,1.6 and up
Western Union US - Send Money Transfers Quickly,FINANCE,4.5,80904,16M,"5,000,000+",Free,0,Everyone,Finance,5-Jul-18,5.7,4.1 and up
"Maps, GPS Navigation & Directions, Street View",MAPS_AND_NAVIGATION,4.2,207440,6.4M,"10,000,000+",Free,0,Everyone,Maps & Navigation,23-Jul-18,7.0.3,4.0 and up
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2923,25M,"100,000+",Paid,$24.99 ,Everyone,Medical,25-May-18,2018.5.47,5.0 and up
Red Hands – 2-Player Games,GAME,4.2,93608,Varies with device,"10,000,000+",Free,0,Everyone,Action,9-Feb-18,Varies with device,Varies with device
Narcos: Cartel Wars,FAMILY,4.7,244797,52M,"5,000,000+",Free,0,Teen,Strategy,30-Jul-18,1.24.09,4.0.3 and up
Get 'Em,GAME,4.1,7904,21M,"500,000+",Free,0,Everyone 10+,Action,26-Oct-16,1.6.7,4.0.3 and up
EM Launcher for EMUI,PERSONALIZATION,4.1,3175,2.3M,"500,000+",Free,0,Everyone,Personalization,6-Apr-18,1.0.6,4.1 and up
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,0,Teen,Card,7-Aug-18,Varies with device,Varies with device
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,"500,000+",Free,0,Everyone 10+,Action,6-Mar-18,1.0.9,2.3 and up
Connect'Em,FAMILY,4.5,49381,6.8M,"1,000,000+",Free,0,Everyone,Puzzle,25-Jun-18,1.0.17,2.0 and up
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,"100,000+",Free,0,Everyone 10+,Action,11-Sep-15,1.1.3,4.0.3 and up
Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,"500,000+",Free,0,Teen,Action,12-Aug-17,56,4.1 and up
Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,"500,000+",Free,0,Teen,Casino,18-Jan-17,2.1.7,4.0.3 and up
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,0,Teen,Card,10-Mar-18,Varies with device,Varies with device
,,,,,,,,,,,,
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46M,"5,000,000+",Free,0,Everyone,Arcade,9-Jul-18,Varies with device,4.1 and up
Shoot Em Down Free,FAMILY,3.7,2850,39M,"500,000+",Free,0,Everyone,Puzzle,9-Feb-18,23,2.3 and up
Game for KIDS: KIDS match'em,FAMILY,4.4,7006,6.9M,"1,000,000+",Free,0,Everyone,Education,23-Oct-16,1.17,2.3 and up
Texas Hold'em Poker,GAME,3.6,12846,14M,"1,000,000+",Free,0,Teen,Casino,29-Dec-17,3.3,4.1 and up
Nuke Em All,FAMILY,3.4,2714,52M,"500,000+",Free,0,Mature 17+,Casual,19-Nov-17,1.1.8,4.1 and up
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,14M,"5,000+",Paid,$0.99 ,Everyone,Card,10-Sep-17,1.3,5.0 and up
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,"100,000+",Free,0,Teen,Casino,25-Jul-18,Varies with device,4.0.3 and up
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,Varies with device,"5,000,000+",Free,0,Everyone,Sports,4-Aug-18,Varies with device,5.0 and up
Fun Texas Hold'em Poker,GAME,4.5,32831,24M,"500,000+",Free,0,Teen,Casino,12-May-17,17.05.11,4.0.3 and up
Elevator Simulator Lift EM ALL,FAMILY,4.4,2941,28M,"100,000+",Free,0,Teen,Simulation,31-Jul-18,2.4.1343-prod,4.0.3 and up
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,Varies with device,"1,000,000+",Free,0,Teen,Card,7-Aug-18,Varies with device,Varies with device
Punch em,GAME,4.1,2208,4.4M,"500,000+",Free,0,Everyone,Arcade,24-May-18,2.0.8,4.1 and up
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,"50,000,000+",Free,0,Teen,Casino,25-Jul-18,21.54,4.1 and up
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51M,"1,000,000+",Free,0,Teen,Card,12-Jun-18,5.8.0,4.1 and up
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,"10,000,000+",Free,0,Teen,Card,2-Aug-18,5.11.0,4.1 and up
Connect'Em Halloween,FAMILY,4.5,6673,4.4M,"500,000+",Free,0,Everyone,Puzzle,23-Sep-16,1.0.7,2.0 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App,SPORTS,4.2,277939,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports,2-Aug-18,Varies with device,Varies with device
Texas Holdem Poker Pro,GAME,4.5,114479,26M,"5,000,000+",Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,"100,000+",Free,0,Teen,Action,13-May-18,Varies with device,4.1 and up
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46M,"500,000+",Free,0,Teen,Casino,17-May-18,1.4.5,4.1 and up
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,"500,000+",Free,0,Teen,Card,6-Jul-18,1.9.2,4.0.3 and up
Yoong: Kick 'Em Up!,SPORTS,4.3,7107,33M,"100,000+",Free,0,Everyone,Sports,16-Dec-15,1.1.1,4.0.3 and up
Texas Holdem Poker,GAME,4,127831,26M,"10,000,000+",Free,0,Teen,Card,20-Dec-17,4.7.0,3.0 and up
Instabridge - Free WiFi Passwords and Hotspots,TOOLS,4.4,211308,Varies with device,"10,000,000+",Free,0,Everyone,Tools,2-Aug-18,Varies with device,4.1 and up
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,Varies with device,"10,000,000+",Free,0,Teen,Casino,11-Jul-18,Varies with device,Varies with device
Em Fuga Brasil,FAMILY,NaN,1317,60M,"100,000+",Free,0,Everyone,Simulation,22-Apr-18,1,4.1 and up
LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0M,"1,000+",Paid,$2.49 ,Everyone,Sports,2-Aug-18,3.9.1,5.0 and up
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,0,Everyone 10+,Action,27-Jul-18,6.3.2,4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,"10,000,000+",Free,0,Teen,Card,31-Jul-18,18.4.0,4.1 and up
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60M,"5,000,000+",Free,0,Teen,Card,6-Mar-18,3.0.8,2.3 and up
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,"10,000,000+",Free,0,Everyone,Arcade,2-May-16,1.0.7,2.3 and up
Telemundo Deportes - En Vivo,SPORTS,4.5,36255,25M,"1,000,000+",Free,0,Everyone,Sports,1-Aug-18,5.10.5,4.1 and up
Holy Knight EN,FAMILY,4,26202,41M,"1,000,000+",Free,0,Teen,Role Playing,5-May-18,1.1.700,2.3 and up
Hello English: Learn English,FAMILY,4.6,750321,Varies with device,"10,000,000+",Free,0,Everyone,Education,7-Aug-18,Varies with device,Varies with device
