# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,
Last Updated,Current Ver,Android Ver
29-Nov-17,1.0.16,4.1 and up
28-Oct-16,2.0.1,4.0.3 and up
,,
23-Mar-18,7.7.3,4.1 and up
12-May-18,3.1,4.4 and up
15-Aug-17,Varies with device,Varies with device
30-May-18,6,3.0 and up
7-Jun-18,1.2,4.0.3 and up
8-Jun-18,31.11.9.156,4.1 and up
28-Jul-18,1.5,4.4 and up
30-Aug-17,1.0.0,4.0 and up
2-May-18,1.0.3,4.1 and up
11-Jul-18,1,4.0 and up
5-Jun-18,1.2.1009.695,4.0.3 and up
12-Oct-17,1.0.0.17,4.0 and up
19-Jun-18,1.7,4.0 and up
26-May-18,1.2,4.1 and up
20-Jul-18,Varies with device,Varies with device
1-Aug-18,4.5.1,4.1 and up
23-Jul-18,Varies with device,Varies with device
16-Jul-18,3.12.0,3.0 and up
16-Sep-13,3.8.2,2.1 and up
9-Nov-17,1.0.13,3.0 and up
8-Jun-17,1,4.1 and up
22-Aug-15,1.2.3,3.0 and up
6-Jun-14,3.1.7,3.0 and up
20-Jan-17,3.2.2,2.3.3 and up
23-Dec-16,1.14.0,2.3 and up
27-Mar-18,Varies with device,4.0.3 and up
8-Sep-15,2.2.0.23,3.0 and up
20-May-18,1.03,4.1 and up
3-Apr-15,1.01,4.2 and up
24-May-18,1.0.9,4.4 and up
26-Jul-18,1.1.40,4.0.3 and up
22-Jan-18,1.3.5,4.0 and up
23-Oct-17,3.3.6,4.1 and up
22-Aug-15,1.0.6,3.0 and up
1-Mar-17,1.2.2,4.0.3 and up
4-May-16,v6.1,2.2 and up
11-Apr-11,1.4.3,2.0 and up
21-Dec-15,1.0.5,2.3 and up
6-Aug-18,18.30.22,4.4 and up
4-Aug-16,1.4.4,2.3.3 and up
27-Nov-17,3.4.5,4.0.3 and up
31-Jul-18,1.193,4.0 and up
3-Aug-18,Varies with device,Varies with device
12-Sep-17,1,4.3 and up
3-Apr-18,1.6.7,4.4 and up
15-Jul-18,1.2.1,4.0.3 and up
22-Jul-16,1.1.9,2.3 and up
13-Jul-17,1.13.299,4.0.3 and up
27-Feb-17,5,4.1 and up
,,
30-May-18,1.7.0,4.0.3 and up
30-May-18,1.14.0,2.3 and up
16-Jul-18,2,4.0.3 and up
1-Aug-17,DH-Security Camera,5.0 and up
16-Jul-18,11.7.5,2.3.3 and up
2-Feb-17,1.67,2.3 and up
5-Sep-15,2.0.5,3.0 and up
6-Aug-18,Varies with device,Varies with device
31-Jul-18,3.8.1,4.1 and up
6-Aug-18,Varies with device,Varies with device
2-Aug-18,4.81,4.0 and up
3-Aug-18,4.426,4.1 and up
7-Jul-18,1.2.2,4.1 and up
31-Jul-18,10.5.00,4.1 and up
29-Mar-18,7.4,4.0 and up
7-Jul-18,1.04,4.1 and up
31-Jul-18,1.4.4,4.0.3 and up
11-Jun-18,2.8.26,4.0 and up
1-Aug-18,6.19.1,4.1 and up
2-Aug-18,1.1.64,4.1 and up
2-Aug-18,5.42.1,2.3 and up
13-Jul-17,1.0.10,4.1 and up
16-Jul-18,Varies with device,Varies with device
23-Jul-18,2.25.17,4.1 and up
11-Jun-18,2.0.1.3,4.1 and up
29-Jul-18,1.18.4,4.1 and up
6-Aug-18,Varies with device,Varies with device
27-Jul-18,1.1.58,4.1 and up
8-Jun-18,10.1.6,4.1 and up
6-Aug-18,Varies with device,Varies with device
5-Jul-18,4.7.4.3869-7b2372c3e,5.0 and up
15-Feb-18,1.6.0,4.1 and up
26-Jan-18,1.1,4.1 and up
3-Jul-18,6.6.8,5.0 and up
18-May-17,1,4.1 and up
23-Nov-17,1,4.1 and up
16-Dec-16,4,4.0.3 and up
6-Apr-18,1.0.0.5,4.0.3 and up
2-Jul-14,1.1,2.3 and up
28-Jul-17,1,4.1 and up
10-Apr-14,1.3,2.3 and up
13-Mar-18,1.7.1,5.0 and up
2-May-18,1.0.0.22,4.1 and up
17-Jul-18,1.2,4.1 and up
6-Jul-18,3.9.1,4.4 and up
22-May-18,2.1.4,4.4 and up
6-Apr-18,1.0.1.8,4.2 and up
26-Jul-18,3.0.5,4.2 and up
6-Jun-18,3.0.3,4.0.3 and up
7-Jul-17,1.1.6,4.1 and up
6-Jun-18,2.106.0,4.0 and up
3-Jul-14,1.2,2.2 and up
14-Mar-18,2.0.14,4.1 and up
21-Mar-18,3.5.2,4.0.3 and up
9-Feb-18,3.0.0,3.0 and up
6-Aug-18,4.1.23,4.4 and up
18-Oct-17,1.26,4.0 and up
2-Dec-17,v2017.Dec.01.19,4.4 and up
18-May-18,8.2,4.0.3 and up
12-Feb-18,1.0.0,3.0 and up
28-Jun-15,0.9.9.14,2.3 and up
25-Oct-17,5.1.4,4.1 and up
18-Sep-17,1,2.3 and up
5-Oct-17,1,4.0 and up
17-Apr-18,1.0.0,3.0 and up
25-Apr-17,1,4.2 and up
3-May-18,2.1.0.2173,4.0.3 and up
25-Jun-13,1.0.2,2.3 and up
29-May-17,2.28,4.0 and up
2-Apr-18,1.0.2,4.1 and up
25-Mar-18,5.0.45,4.1 and up
25-Feb-17,1.1.2,4.1 and up
26-Nov-17,3.8.8,2.2 and up
20-Mar-18,1.1,4.1 and up
26-Sep-17,1,4.0 and up
22-Sep-17,3.1.0,4.1 and up
26-Jun-18,0.38.1,4.3 and up
25-Jul-18,1,4.1 and up
15-May-17,1.0.0,4.0 and up
3-Nov-17,6.4.0,4.0 and up
3-Nov-17,Varies with device,Varies with device
22-May-18,2.0.9,4.0 and up
25-Jul-18,Varies with device,Varies with device
13-Jun-18,2.0.7,4.1 and up
31-Oct-17,2.5,4.1 and up
30-Aug-17,20170828,Varies with device
3-Jan-18,1.1.6,2.3 and up
3-Apr-18,3.5.5,4.1 and up
4-Aug-18,1.0.5,2.3 and up
23-Mar-18,2.0.4,4.1 and up
4-Aug-18,5.19,4.0.3 and up
2-May-18,18.1.79,5.0 and up
29-May-18,3.1.2,5.0 and up
12-Jun-18,2.0.7,4.1 and up
29-Jul-18,1.0.5,4.0 and up
12-Apr-18,12.04.18,3.0 and up
2-Aug-18,2.0.7,4.4 and up
4-Jul-18,3.48,4.0.3 and up
12-Jan-18,1.0.184,4.2 and up
20-Sep-16,2.1.3,4.0 and up
2-Aug-18,5.03,4.1 and up
13-Jul-16,4.1.9o,4.0 and up
24-May-18,1.0.81,4.1 and up
3-Aug-18,1.0.8,4.4 and up
17-Sep-15,1,2.2 and up
20-Dec-17,2,4.0 and up
4-Mar-16,2.1,2.3.3 and up
25-Oct-16,1.0.4,4.2 and up
3-Apr-18,1.5.2,4.1 and up
13-Jun-18,2.7.5,4.2 and up
19-Mar-17,3.1.8,2.3 and up
9-Jul-18,1,4.0.3 and up
12-Jan-18,1.1.10a,4.0 and up
3-Mar-18,3.20.3,4.4 and up
3-Jun-18,0.3.7,4.4 and up
19-Jan-17,1.14b,3.0 and up
7-Feb-18,3.8.8,2.2 and up
5-Aug-16,1.7.2,3.0 and up
17-Jan-18,1,4.3 and up
21-May-18,HTTPs,4.1 and up
7-Jun-18,1.1.2,4.0.3 and up
23-Jul-18,2.0.9,4.1 and up
,,
22-Feb-17,2,2.3 and up
20-Dec-17,1.3,4.0.3 and up
20-Sep-17,2.4.0,4.0.3 and up
,,
26-Apr-17,1.1.1,4.1 and up
1-Aug-18,2.3,2.3.3 and up
,,
,,
26-Jul-18,2.0.1,4.3 and up
4-Apr-18,1.9.1,6.0 and up
14-May-18,1.2,2.1 and up
11-May-18,1,4.1 and up
14-Oct-17,30,3.2 and up
26-Jun-18,2.1.0,4.4 and up
21-Nov-17,1.5,4.0.3 and up
6-Jul-17,1.4.2,4.1 and up
,,
11-Jul-17,2.1,4.1 and up
27-Sep-17,4.0.30,5.0 and up
1-Jun-16,2.2.3,4.0 and up
25-Jun-15,1.1,2.2 and up
28-Jul-18,1.4.6,4.0.3 and up
31-Jul-18,2.1.4,4.0.3 and up
14-Jan-18,Varies with device,Varies with device
7-Mar-18,1,4.0 and up
18-Jun-18,1.0.4,2.3 and up
13-Jun-18,21 - Rel2.0,3.0 and up
1-Aug-18,1.0.5,4.4 and up
10-Mar-18,Varies with device,Varies with device
2-Jul-18,3.2.1.258,5.0 and up
1-Feb-17,2.0.0,4.1 and up
,,
13-Mar-14,1,4.0 and up
13-Jul-18,2.1.2,5.0 and up
24-May-18,1.3.2,4.4 and up
,,
23-Jul-18,1,4.0 and up
4-Jul-18,4.2.7,4.4 and up
7-Jun-18,7.17.2.0,5.0 and up
23-May-18,2.1.1,5.0 and up
26-Jul-18,3.2.7,4.1 and up
25-Jun-18,1.4,4.4 and up
1-Jun-18,1.0.0,4.0 and up
21-Oct-15,1,2.3 and up
8-Apr-18,1.0.2,4.1 and up
28-Apr-18,1,4.0.3 and up
,,
31-Jul-18,3.9.17,4.0.3 and up
30-Apr-18,1.1.2,4.0.3 and up
3-Dec-17,2.5.0,4.0.3 and up
9-Jun-18,1.0.2,4.1 and up
26-Mar-18,1.0.0,4.0 and up
15-Jul-16,1.1,2.3 and up
30-Jul-18,2.2.2.1,4.0 and up
13-Feb-18,Varies with device,Varies with device
17-Jul-18,1.2.0,4.3 and up
2-Sep-17,Varies with device,Varies with device
9-Apr-18,1.0.0,4.0 and up
6-Aug-18,14.4.4.00,4.1 and up
7-Jul-18,1.1,4.4 and up
20-Nov-14,2.1.1,2.3 and up
3-May-17,12,1.6 and up
20-Apr-18,1.6.2,4.0 and up
31-Jan-18,1.5.3,4.0 and up
30-Oct-16,2.0.0,4.1 and up
3-Dec-17,2.5.0,4.0.3 and up
5-Jun-18,0.1.27,4.1 and up
4-Jul-18,1.3,4.1 and up
24-May-17,1.1.0,3.1 and up
24-Jul-18,1.2.0,4.4 and up
19-Jul-18,1.1.7,4.4 and up
26-Jul-18,1.0.9,4.4 and up
5-Jan-18,18,4.0 and up
6-Aug-18,Varies with device,Varies with device
31-Jul-18,1.36.82,4.4 and up
5-Aug-18,Varies with device,Varies with device
30-Jul-18,3.12.4,Varies with device
6-Jun-18,4.3.19,2.3.3 and up
19-Mar-18,3.0.17,4.0 and up
25-Jan-18,2.3.2,5.0 and up
18-Jul-18,7.3.30,4.1 and up
6-Aug-18,Varies with device,Varies with device
8-Jun-16,1.0.4,4.0 and up
13-Oct-15,1.4.2,2.3 and up
13-Apr-18,Varies with device,Varies with device
5-Aug-18,12.8.2,4.4 and up
21-Mar-18,2.68.14,4.0 and up
29-May-18,Varies with device,Varies with device
6-Apr-18,Varies with device,Varies with device
19-Apr-17,2.7.3,4.0 and up
10-Dec-16,2,4.4 and up
25-Jul-18,Varies with device,Varies with device
5-Aug-18,0.21.1,4.1 and up
3-Nov-14,2.3.5,2.1 and up
22-Nov-17,2.10.1,6.0 and up
,,
4-Aug-18,1.2.187-83,4.0 and up
21-Jul-18,67,4.1 and up
19-Jun-18,2.8.12,5.0 and up
6-Aug-18,Varies with device,Varies with device
9-Jun-18,1.4.9,4.1 and up
10-Jan-18,2.2 (Protostar),4.0 and up
18-Jun-18,Varies with device,Varies with device
27-Jun-18,Varies with device,Varies with device
1-Feb-16,1.1.7,4.0 and up
21-Jun-18,2.1.2,4.1 and up
6-Feb-18,2.7.92,4.4 and up
17-Jul-18,2.22,4.0 and up
5-Feb-15,1.4,2.3 and up
9-Jul-18,0.3.1,5.0 and up
26-Jul-18,2.3.0,4.1 and up
27-Nov-17,1.5.2,2.3 and up
4-Aug-18,Varies with device,Varies with device
7-Nov-17,1.3.0,5.0 and up
1-Jul-18,7,4.1 and up
12-Apr-17,1.6.1,4.0.3 and up
16-Sep-16,1.0.7,4.0.3 and up
28-Jun-17,1,4.1 and up
7-Jul-17,1,4.3 and up
10-May-18,1.8,4.0 and up
23-Jun-18,2.7,4.0.3 and up
17-Feb-18,2.4.2,4.0.3 and up
4-Aug-18,1.5,4.1 and up
9-Jan-18,1.13,4.1 and up
26-May-17,1.2,4.0.3 and up
29-Apr-18,1.00.15,4.1 and up
4-Aug-18,4.1.0,4.1 and up
29-Mar-17,1,4.0.3 and up
20-May-18,2.3.1,4.3 and up
11-Aug-17,1.0.1,3.0 and up
13-Apr-17,1,4.0.3 and up
3-Aug-18,1.4,4.0.3 and up
19-Mar-16,1.5,2.2 and up
19-Oct-17,1,4.1 and up
7-May-18,1.8,4.0 and up
28-Jun-18,1.1,4.0 and up
12-May-17,1.3,4.0.3 and up
12-Jul-18,2.1.5,4.0.3 and up
29-Sep-17,2.5,4.1 and up
31-May-18,1.7,4.1 and up
1-Aug-18,1.6,4.2 and up
23-Dec-15,1,2.3.3 and up
29-Nov-17,1.2.1,4.1 and up
30-May-18,1,4.0.3 and up
16-May-17,1,4.0.3 and up
20-Jun-18,6.1,4.0.3 and up
22-Jul-17,1,4.0 and up
29-Nov-17,7.6.5,4.1 and up
29-Dec-17,DPSTATUS1.0.1,4.0.3 and up
4-Aug-18,1.0.4,4.2 and up
1-Jan-18,20,4.1 and up
5-Jan-18,1.0.4,4.0.3 and up
31-May-18,9,4.1 and up
3-May-18,1.47,4.3 and up
26-Mar-17,2.0.5,4.0.3 and up
15-Jun-18,5.2,4.4 and up
1-Sep-15,1,4.0 and up
4-Jan-18,1,4.1 and up
15-Jun-17,15|06|17,4.1 and up
25-Jul-18,2.1.0,4.1 and up
18-May-18,1.4.1,4.1 and up
20-Dec-17,1.1,4.0 and up
16-Jul-18,1.4.0,4.1 and up
18-Jul-18,1,5.0 and up
4-Apr-17,1.1.4,4.0 and up
17-Apr-18,1.1,4.1 and up
9-Mar-18,1.0.5,4.0 and up
22-Nov-16,1.5.10.NA,3.2 and up
10-Mar-17,1.0.7,2.3 and up
9-Mar-18,1.0.5,4.0 and up
31-Jul-18,3.3.6,4.4 and up
1-Aug-18,1.0.4,2.3 and up
31-Jul-18,5.15.0,4.4 and up
5-Oct-15,1.2,4.2 and up
6-Jul-18,1.1,2.1 and up
17-Mar-18,di-v3.4.0.4,4.3 and up
30-Jul-18,5.0.4,4.2 and up
28-Apr-16,1.2.3,3.2 and up
12-Jun-18,2.0.4,4.2 and up
10-Mar-16,3.2,2.2 and up
10-Apr-18,1.9.0,4.2 and up
15-Mar-17,1.1.3,2.3.3 and up
12-Jul-18,1.3.1,4.4 and up
9-Jul-18,1.1.4g,4.1 and up
,,
17-Jul-13,1.3,2.3 and up
20-Nov-13,1.5,2.1 and up
4-Feb-18,1.5,4.1 and up
11-Apr-18,1.2,4.3 and up
12-Apr-18,5.7.0,4.4 and up
25-Nov-13,1.6,Varies with device
20-Jun-18,5.0.0,4.4 and up
24-Jul-18,7.9.0.0,4.4 and up
21-Feb-18,2.55,4.1 and up
7-Aug-18,0.0.80,4.1 and up
13-Jul-18,3.1.0,4.0 and up
6-Aug-18,4.4.2,5.0 and up
22-May-18,1.1.0,4.0 and up
3-Apr-18,2.2.0,4.1 and up
1-Aug-18,4.11.1,4.4 and up
29-Apr-16,2.3.9,3.2 and up
6-Mar-18,1.14,4.0.3 and up
3-May-18,1.32,4.0.3 and up
10-Jul-18,Varies with device,Varies with device
28-May-18,3.2.0.169,2.3 and up
5-Jul-18,1.8,4.1 and up
21-Sep-17,1.5,4.0.3 and up
3-Aug-18,Varies with device,Varies with device
18-Jan-18,3.1,4.0 and up
24-Jul-18,1.29,4.0 and up
26-Jul-18,2.2.82,4.0 and up
6-Aug-18,3.0.1114,4.1 and up
25-Jun-18,3.0.6,4.4 and up
12-May-18,1,4.1 and up
26-Jul-18,1.39,4.1 and up
6-Jan-18,1.11,4.1 and up
28-Jul-18,2.5,4.0.3 and up
3-Jan-18,1.06,4.1 and up
4-Jan-18,1.06,4.1 and up
20-Jul-18,Varies with device,Varies with device
3-Jan-18,1.05,4.1 and up
15-Jan-18,1.54,4.0.3 and up
21-Jul-16,1,4.0 and up
29-Jun-18,1.2,4.1 and up
26-Apr-17,1.7,4.0 and up
15-Jan-15,1.01,4.0 and up
31-Mar-18,1.2.7,4.0 and up
14-Jan-18,1.41,4.0.3 and up
17-Dec-17,3.3,4.1 and up
28-Feb-18,5.3.8,4.0 and up
9-Dec-14,1.8,4.0 and up
30-Apr-18,1.8,4.4 and up
23-Jul-18,1,7.0 and up
31-Oct-16,1.3,4.0.3 and up
10-Jun-18,2,4.0 and up
8-Mar-17,2.1.0,4.0.3 and up
14-Jun-18,2.1,4.1 and up
26-Jan-15,1.1,2.2 and up
26-Feb-18,2.05,4.0.3 and up
15-May-18,2.0.1077,4.1 and up
5-Dec-13,1.6,2.0.1 and up
10-Aug-17,1.01,4.0 and up
2-Aug-18,2.16,4.1 and up
1-Sep-16,1.1,2.3 and up
30-Dec-17,1.05,4.1 and up
17-Feb-16,1.96,4.0 and up
16-Feb-16,1.6,4.0 and up
2-Jan-18,1.24,4.1 and up
5-Apr-17,0.1,2.3 and up
19-Jul-16,r2.5.0.3a,2.3 and up
26-Jul-18,pb1.0.0.1,4.0.3 and up
26-Jul-18,pb1.0.0.1,4.0.3 and up
12-Feb-16,47,2.3.3 and up
18-Oct-17,2,4.0 and up
23-May-18,4.11.0,4.1 and up
19-Jul-18,2.0.1,5.0 and up
23-May-18,1.12.0,4.1 and up
23-May-18,2.8.0,4.0 and up
17-Jul-18,Varies with device,Varies with device
6-Aug-18,Varies with device,Varies with device
11-Jun-18,1.10.1,4.4 and up
26-Jul-18,3.0.1,4.1 and up
13-Jun-18,1.1.8,4.1 and up
5-Aug-18,2.1.1,4.1 and up
2-Aug-18,Varies with device,5.0 and up
23-Mar-18,2.0.180226.1,4.0 and up
21-Mar-15,1,2.3 and up
13-Jun-18,Varies with device,Varies with device
30-Jan-17,Varies with device,Varies with device
19-Jan-16,1,2.3 and up
19-May-14,1,1.5 and up
,,
9-Jul-18,3.67,2.3.3 and up
3-Nov-17,1.7,4.4 and up
29-Jan-18,1.2.0.9,5.0 and up
5-Jun-13,1,1.5 and up
5-Mar-18,2,4.2 and up
,,
27-Apr-18,1.7.7,4.1 and up
22-May-18,2.983,5.0 and up
4-May-18,1.7.3,2.3 and up
22-Mar-18,6.93,2.3.3 and up
14-May-16,6,2.0 and up
3-Aug-18,1.2.2,4.1 and up
21-May-18,1.2,4.1 and up
12-Feb-17,0.5,4.0 and up
15-Aug-17,5.1,4.1 and up
21-Nov-17,1,4.4 and up
3-Jul-18,2,4.1 and up
30-May-15,2.2,2.3 and up
2-Feb-17,1.5,4.0 and up
17-Aug-17,5.1,4.1 and up
11-May-18,25.7,4.1 and up
30-May-15,1.31,2.2 and up
27-Apr-18,1.7.7,4.1 and up
16-May-17,3.1,2.2 and up
24-Jul-18,7.2.2,4.1 and up
21-May-15,1.7,2.3 and up
20-Mar-17,1.1,4.2 and up
29-Jul-17,1.3,2.2 and up
19-Sep-17,2.1.1,4.1 and up
22-Feb-18,1.1,4.0.3 and up
7-Dec-17,1.1.4,4.1 and up
23-Apr-17,1.0.6,2.3 and up
5-Dec-17,3,2.2 and up
13-Jul-18,3.16,2.3.3 and up
3-Apr-15,4.1.1,2.3.3 and up
6-Jul-18,1.0.56,2.3.3 and up
16-Jul-18,1.5.6,5.0 and up
31-Jul-18,3.4.06,4.4 and up
9-Aug-16,1.2,2.2 and up
28-Oct-16,0.2,4.0 and up
17-Feb-14,1.01,2.1 and up
20-Nov-17,2.0.0,4.3 and up
25-Jul-18,1.0.1,4.1 and up
6-Feb-18,1.1.0,4.0 and up
14-Mar-17,4,4.2 and up
7-Aug-18,1.0.7,5.0 and up
6-Oct-17,1.1.0,4.4 and up
6-Feb-18,1.0.6,4.1 and up
27-Mar-18,3.1,2.2 and up
29-Nov-17,8,4.0.3 and up
17-Jan-18,1.1,4.0.3 and up
7-Jun-18,1.7.2,4.2 and up
1-Jun-18,1.2.1,4.1 and up
13-Jul-18,1.44,4.1 and up
1-Aug-18,V1.0.1,4.3 and up
7-Jun-18,1.1,4.4 and up
,,
7-Oct-17,0.22,4.1 and up
30-Jun-18,4.1,4.0.3 and up
6-Aug-18,1.18.8,4.0.3 and up
11-Feb-18,14,4.0.3 and up
18-Apr-18,1.0.2,4.0 and up
9-Feb-18,10.36,4.2 and up
10-May-18,1.0.13,5.0 and up
27-Mar-15,1,2.3 and up
29-Jun-18,4.9.0,4.1 and up
27-Jul-18,2.2.927,4.1 and up
25-Jul-18,3.1.2,4.0 and up
24-Jul-18,3.98,4.2 and up
5-Jun-18,4.8.7.8,4.0 and up
5-Jun-18,3.3.1,4.0.3 and up
23-Jul-18,1.5.9.9,4.0 and up
7-Feb-16,1.8.0.4,4.0 and up
29-Jun-16,3.0.0.2071,4.0 and up
1-Apr-16,6.4.0.4,4.0 and up
16-Aug-17,Varies with device,4.0.3 and up
23-Dec-16,1.12.23,4.0 and up
1-Aug-18,4.0.8,4.2 and up
26-Apr-18,2.0.0,4.0 and up
26-Mar-18,6.4.1,4.3 and up
23-Feb-17,3.1.3,4.0.3 and up
10-Apr-18,1.2.2.2,4.3 and up
7-Mar-18,Varies with device,Varies with device
9-Jan-17,1.3.0,2.3.3 and up
,,
4-Aug-18,8.5,4.0 and up
,,
4-Sep-17,1.4.0,4.0 and up
3-Oct-17,1.5.0,4.1 and up
16-Feb-18,10.012,4.1 and up
1-Jun-18,11.0.2,4.0 and up
22-Mar-16,Varies with device,Varies with device
4-Aug-18,0.7,1.0 and up
17-Mar-16,2.1,2.3.3 and up
13-Jul-18,1.0.3,4.1 and up
31-Jul-18,1.4.5.2,4.1 and up
,,
6-Jan-17,1.0.0,4.1 and up
2-Aug-18,Varies with device,Varies with device
3-Aug-18,2.6.28,4.0.3 and up
13-Oct-16,1.4,2.3 and up
12-Mar-18,1.1.2.0,1.6 and up
24-Jul-18,Varies with device,Varies with device
27-Jul-18,R1.4.14.B1.4,4.1 and up
14-Mar-17,1.2.9,4.2 and up
17-Jul-18,3.0.3,4.3 and up
9-May-18,1.0.6,4.4 and up
29-May-18,1.27,4.0 and up
14-Jun-18,17,4.0 and up
26-Jul-18,V1.0.9,4.0 and up
20-Jan-18,3,4.0 and up
24-Apr-17,2.3.26,4.0.3 and up
19-Jan-17,0.0.5,4.3 and up
18-Oct-17,2.0.0,4.1 and up
7-Jul-17,10.4,4.2 and up
2-Jun-18,1,4.1 and up
24-Oct-16,6.0.0,4.0.3 and up
2-Jun-17,1.0.8,4.0.3 and up
20-Apr-18,1.9.5,2.3 and up
,,
9-Aug-17,1.002,4.0.3 and up
16-Dec-16,1.1,3.0 and up
28-Oct-17,1.06,4.2 and up
7-Oct-16,1.6.7,2.3 and up
17-Jul-18,1.0.10,4.0 and up
24-Jul-18,1.3.5,4.0 and up
14-Jan-18,1.02,4.0 and up
20-Jan-18,5,4.0 and up
2-Aug-18,1,4.4 and up
30-Jul-18,39.272.12,2.2 and up
20-Oct-16,1.1,4.1 and up
12-Mar-17,1,4.1 and up
8-Oct-15,1.2,4.0.3 and up
,,
21-Jul-16,R1.3.21.3,4.1 and up
11-Mar-18,3,4.0 and up
18-Dec-17,3.0.1,4.0.3 and up
17-Jul-18,V1.5.3,4.4 and up
23-Oct-17,1,4.1 and up
25-Apr-16,1.2,4.0.3 and up
19-Sep-17,1.0.0,2.2 and up
2-Mar-17,1,4.0 and up
26-Oct-17,1.0.0,4.1 and up
16-Nov-16,1.0.2,2.2 and up
1-May-17,7,2.3.3 and up
12-Apr-18,1,4.0 and up
23-May-18,Varies with device,Varies with device
7-Jul-16,1,3.0 and up
4-May-18,1.7.6,2.2 and up
21-Jun-18,1.2.7,4.1 and up
6-Aug-18,2.3.10,4.2 and up
28-Sep-17,1,4.4 and up
23-Jan-18,Varies with device,Varies with device
19-Jun-18,18.1.18164,4.1 and up
26-Jun-18,4.0.9,4.1 and up
4-May-17,3.7.1,2.2 and up
26-Apr-18,1,4.1 and up
4-Aug-18,Varies with device,Varies with device
13-Jul-18,1.0.5,5.0 and up
27-Oct-17,3.2,4.1 and up
5-Jun-18,1,4.2 and up
2-Jul-18,1,4.1 and up
26-Jul-17,1.0.5,2.3 and up
26-Apr-18,1,4.1 and up
14-Apr-16,2.5.0-prod,2.2 and up
16-Jun-17,0.9.0,4.1 and up
5-Jun-14,1.1.0.0,2.1 and up
26-Mar-17,1.0.0,4.1 and up
23-Jul-18,2.94,2.3.3 and up
28-Nov-17,Varies with device,4.1 and up
29-May-18,2.32.2,4.1 and up
14-May-18,1.1.2,5.0 and up
19-Apr-16,1.2,2.2 and up
5-Feb-17,1,4.0.3 and up
24-Jul-18,26.1,4.1 and up
25-Jul-18,69.1,4.1 and up
28-Apr-18,1,4.1 and up
13-Nov-15,1,4.1 and up
9-Mar-15,0.0.0.2,4.0 and up
31-Jul-18,4.1,4.1 and up
24-Feb-18,1.3,5.0 and up
5-Apr-17,1,1.6 and up
27-May-17,Varies with device,Varies with device
,,
9-Jun-17,1.1.12,2.3 and up
25-Jul-18,1.1.1,4.0 and up
6-Jun-17,1.9,2.3.3 and up
5-Feb-17,1,2.3 and up
9-Jul-18,4.2.2,4.1 and up
5-Aug-18,1.7,4.0 and up
,,
30-May-18,3,4.0 and up
25-Jul-18,1.1.1,4.0 and up
24-Jul-18,1.1.1,4.0 and up
6-Apr-16,1,2.3 and up
1-Feb-18,4.2.1,4.0 and up
9-May-17,1.0.10,4.0 and up
12-Jan-17,1.0.5,4.0 and up
2-Aug-18,Varies with device,Varies with device
19-Jun-18,3.4,2.2 and up
9-Jan-15,1.1.0,2.2 and up
26-Nov-15,1.2.7,2.1 and up
15-Jul-16,1.4.4,4.1 and up
2-Aug-18,Varies with device,Varies with device
19-Jul-16,2,4.0.3 and up
15-Apr-18,1.4.6,4.0 and up
19-Jun-18,3.4,2.3 and up
18-May-18,2.0.402,4.1 and up
16-Feb-18,1.5,4.0 and up
21-Jun-18,1.21,4.0.3 and up
28-Apr-16,1.131,3.2 and up
22-Apr-16,1.441,2.3 and up
6-Jul-17,1.2,4.1 and up
4-Aug-18,1.7,4.1 and up
7-Jan-18,Varies with device,Varies with device
29-Jul-18,1.1.1,4.0 and up
14-Jul-18,1,4.1 and up
11-Jul-18,2,4.1 and up
28-Mar-17,1.0.3,1.5 and up
6-Aug-18,1.5,4.0.3 and up
6-Aug-18,1.6,4.0 and up
11-Mar-14,1.0.9,2.2 and up
6-Aug-18,1.5,4.0.3 and up
10-May-16,3,4.1 and up
27-Jul-18,3,4.1 and up
9-Oct-17,1,4.1 and up
23-Jun-18,Varies with device,Varies with device
31-May-16,1.02,2.3 and up
4-Aug-18,Human Dx,6.0 and up
15-Aug-13,1.05,2.2 and up
20-Mar-15,2,3.0 and up
26-Jul-18,1.7,6.0 and up
16-Jun-15,0.0.1,2.3.3 and up
16-Sep-16,1.0.5,4.0.3 and up
19-Jul-17,1.7.10713 (281),4.4 and up
4-Aug-18,1.6,4.1 and up
20-May-14,1.7,2.0.1 and up
19-Jan-18,Varies with device,Varies with device
29-Jan-18,1.0.6,2.3 and up
25-Sep-17,5,4.4 and up
18-Apr-11,1,2.1 and up
20-Sep-16,1.01,4.1 and up
3-Jul-17,1,2.3 and up
20-Jun-18,Varies with device,Varies with device
14-Feb-17,1.0.1702140017,4.1 and up
7-Jun-17,1.2.2,4.1 and up
28-Jul-18,1.0.32.1,4.1 and up
6-Aug-18,4.4.1,4.1 and up
5-Mar-18,1.0.3,4.0 and up
6-Jan-18,2.6,4.1 and up
21-Oct-15,0.0.9,4.0 and up
17-Jan-18,1.1.0,4.0 and up
28-Nov-15,1,2.2 and up
24-Nov-17,1.4,2.3 and up
20-Jul-18,2.9.1,2.3.3 and up
25-Jun-18,3.9.9,4.1 and up
19-Oct-16,3.0.6.2,4.0 and up
30-Jul-18,1.279.13.93,4.0.3 and up
20-Jul-18,1.4,4.1 and up
8-Nov-17,1,4.0.3 and up
22-Aug-17,1.1,4.1 and up
24-Oct-17,1.1,4.0.3 and up
